gene,population,generation,mutated,mutator,strain
ybaL,A–1,500,FALSE,non-mutator,REL762C
topA,A–1,500,TRUE,non-mutator,REL762C
pykF,A–1,500,FALSE,non-mutator,REL762C
spoT,A–1,500,FALSE,non-mutator,REL762C
yijC (fabR),A–1,500,TRUE,non-mutator,REL762C
hslU,A–1,500,FALSE,non-mutator,REL762C
iclR,A–1,500,FALSE,non-mutator,REL762C
nadR,A–1,500,FALSE,non-mutator,REL762C
ybaL,A–1,500,FALSE,non-mutator,REL762B
topA,A–1,500,TRUE,non-mutator,REL762B
pykF,A–1,500,FALSE,non-mutator,REL762B
spoT,A–1,500,FALSE,non-mutator,REL762B
yijC (fabR),A–1,500,TRUE,non-mutator,REL762B
hslU,A–1,500,FALSE,non-mutator,REL762B
iclR,A–1,500,FALSE,non-mutator,REL762B
nadR,A–1,500,FALSE,non-mutator,REL762B
ybaL,A–1,1000,FALSE,non-mutator,REL964B
topA,A–1,1000,TRUE,non-mutator,REL964B
pykF,A–1,1000,FALSE,non-mutator,REL964B
spoT,A–1,1000,TRUE,non-mutator,REL964B
yijC (fabR),A–1,1000,FALSE,non-mutator,REL964B
hslU,A–1,1000,FALSE,non-mutator,REL964B
iclR,A–1,1000,FALSE,non-mutator,REL964B
nadR,A–1,1000,FALSE,non-mutator,REL964B
ybaL,A–1,1000,FALSE,non-mutator,REL964C
topA,A–1,1000,TRUE,non-mutator,REL964C
pykF,A–1,1000,TRUE,non-mutator,REL964C
spoT,A–1,1000,FALSE,non-mutator,REL964C
yijC (fabR),A–1,1000,TRUE,non-mutator,REL964C
hslU,A–1,1000,FALSE,non-mutator,REL964C
iclR,A–1,1000,FALSE,non-mutator,REL964C
nadR,A–1,1000,FALSE,non-mutator,REL964C
ybaL,A–1,1500,FALSE,non-mutator,REL1068B
topA,A–1,1500,TRUE,non-mutator,REL1068B
pykF,A–1,1500,TRUE,non-mutator,REL1068B
spoT,A–1,1500,TRUE,non-mutator,REL1068B
yijC (fabR),A–1,1500,FALSE,non-mutator,REL1068B
hslU,A–1,1500,FALSE,non-mutator,REL1068B
iclR,A–1,1500,FALSE,non-mutator,REL1068B
nadR,A–1,1500,FALSE,non-mutator,REL1068B
ybaL,A–1,1500,FALSE,non-mutator,REL1068C
topA,A–1,1500,TRUE,non-mutator,REL1068C
pykF,A–1,1500,TRUE,non-mutator,REL1068C
spoT,A–1,1500,TRUE,non-mutator,REL1068C
yijC (fabR),A–1,1500,FALSE,non-mutator,REL1068C
hslU,A–1,1500,FALSE,non-mutator,REL1068C
iclR,A–1,1500,FALSE,non-mutator,REL1068C
nadR,A–1,1500,FALSE,non-mutator,REL1068C
ybaL,A–1,2000,FALSE,non-mutator,REL1164A
topA,A–1,2000,TRUE,non-mutator,REL1164A
pykF,A–1,2000,TRUE,non-mutator,REL1164A
spoT,A–1,2000,TRUE,non-mutator,REL1164A
yijC (fabR),A–1,2000,FALSE,non-mutator,REL1164A
hslU,A–1,2000,FALSE,non-mutator,REL1164A
iclR,A–1,2000,FALSE,non-mutator,REL1164A
nadR,A–1,2000,FALSE,non-mutator,REL1164A
ybaL,A–1,2000,FALSE,non-mutator,REL1164B
topA,A–1,2000,TRUE,non-mutator,REL1164B
pykF,A–1,2000,TRUE,non-mutator,REL1164B
spoT,A–1,2000,TRUE,non-mutator,REL1164B
yijC (fabR),A–1,2000,FALSE,non-mutator,REL1164B
hslU,A–1,2000,FALSE,non-mutator,REL1164B
iclR,A–1,2000,FALSE,non-mutator,REL1164B
nadR,A–1,2000,FALSE,non-mutator,REL1164B
ybaL,A–1,5000,TRUE,non-mutator,REL2179A
topA,A–1,5000,TRUE,non-mutator,REL2179A
pykF,A–1,5000,TRUE,non-mutator,REL2179A
spoT,A–1,5000,TRUE,non-mutator,REL2179A
yijC (fabR),A–1,5000,FALSE,non-mutator,REL2179A
hslU,A–1,5000,TRUE,non-mutator,REL2179A
iclR,A–1,5000,FALSE,non-mutator,REL2179A
nadR,A–1,5000,TRUE,non-mutator,REL2179A
ybaL,A–1,5000,TRUE,non-mutator,REL2179B
topA,A–1,5000,TRUE,non-mutator,REL2179B
pykF,A–1,5000,TRUE,non-mutator,REL2179B
spoT,A–1,5000,TRUE,non-mutator,REL2179B
yijC (fabR),A–1,5000,FALSE,non-mutator,REL2179B
hslU,A–1,5000,TRUE,non-mutator,REL2179B
iclR,A–1,5000,FALSE,non-mutator,REL2179B
nadR,A–1,5000,FALSE,non-mutator,REL2179B
ybaL,A–1,10000,TRUE,non-mutator,REL4536A
topA,A–1,10000,TRUE,non-mutator,REL4536A
pykF,A–1,10000,TRUE,non-mutator,REL4536A
spoT,A–1,10000,TRUE,non-mutator,REL4536A
yijC (fabR),A–1,10000,FALSE,non-mutator,REL4536A
hslU,A–1,10000,TRUE,non-mutator,REL4536A
iclR,A–1,10000,FALSE,non-mutator,REL4536A
nadR,A–1,10000,FALSE,non-mutator,REL4536A
ybaL,A–1,10000,TRUE,non-mutator,REL4536B
topA,A–1,10000,TRUE,non-mutator,REL4536B
pykF,A–1,10000,TRUE,non-mutator,REL4536B
spoT,A–1,10000,TRUE,non-mutator,REL4536B
yijC (fabR),A–1,10000,FALSE,non-mutator,REL4536B
hslU,A–1,10000,TRUE,non-mutator,REL4536B
iclR,A–1,10000,FALSE,non-mutator,REL4536B
nadR,A–1,10000,FALSE,non-mutator,REL4536B
ybaL,A–1,15000,TRUE,non-mutator,REL7177A
topA,A–1,15000,TRUE,non-mutator,REL7177A
pykF,A–1,15000,TRUE,non-mutator,REL7177A
spoT,A–1,15000,TRUE,non-mutator,REL7177A
yijC (fabR),A–1,15000,FALSE,non-mutator,REL7177A
hslU,A–1,15000,TRUE,non-mutator,REL7177A
iclR,A–1,15000,TRUE,non-mutator,REL7177A
nadR,A–1,15000,TRUE,non-mutator,REL7177A
ybaL,A–1,15000,TRUE,non-mutator,REL7177B
topA,A–1,15000,TRUE,non-mutator,REL7177B
pykF,A–1,15000,TRUE,non-mutator,REL7177B
spoT,A–1,15000,TRUE,non-mutator,REL7177B
yijC (fabR),A–1,15000,FALSE,non-mutator,REL7177B
hslU,A–1,15000,TRUE,non-mutator,REL7177B
iclR,A–1,15000,TRUE,non-mutator,REL7177B
nadR,A–1,15000,TRUE,non-mutator,REL7177B
ybaL,A–1,20000,TRUE,non-mutator,REL8593A
topA,A–1,20000,TRUE,non-mutator,REL8593A
pykF,A–1,20000,TRUE,non-mutator,REL8593A
spoT,A–1,20000,TRUE,non-mutator,REL8593A
yijC (fabR),A–1,20000,FALSE,non-mutator,REL8593A
hslU,A–1,20000,TRUE,non-mutator,REL8593A
iclR,A–1,20000,TRUE,non-mutator,REL8593A
nadR,A–1,20000,TRUE,non-mutator,REL8593A
ybaL,A–1,20000,TRUE,non-mutator,REL8593B
topA,A–1,20000,TRUE,non-mutator,REL8593B
pykF,A–1,20000,TRUE,non-mutator,REL8593B
spoT,A–1,20000,TRUE,non-mutator,REL8593B
yijC (fabR),A–1,20000,FALSE,non-mutator,REL8593B
hslU,A–1,20000,TRUE,non-mutator,REL8593B
iclR,A–1,20000,TRUE,non-mutator,REL8593B
nadR,A–1,20000,TRUE,non-mutator,REL8593B
ybaL,A–2,500,FALSE,non-mutator,REL763A
topA,A–2,500,FALSE,non-mutator,REL763A
pykF,A–2,500,TRUE,non-mutator,REL763A
spoT,A–2,500,FALSE,non-mutator,REL763A
yijC (fabR),A–2,500,TRUE,non-mutator,REL763A
hslU,A–2,500,FALSE,non-mutator,REL763A
iclR,A–2,500,FALSE,non-mutator,REL763A
nadR,A–2,500,FALSE,non-mutator,REL763A
ybaL,A–2,500,FALSE,non-mutator,REL763B
topA,A–2,500,FALSE,non-mutator,REL763B
pykF,A–2,500,FALSE,non-mutator,REL763B
spoT,A–2,500,FALSE,non-mutator,REL763B
yijC (fabR),A–2,500,FALSE,non-mutator,REL763B
hslU,A–2,500,FALSE,non-mutator,REL763B
iclR,A–2,500,FALSE,non-mutator,REL763B
nadR,A–2,500,FALSE,non-mutator,REL763B
ybaL,A–2,1000,FALSE,non-mutator,REL965A
topA,A–2,1000,FALSE,non-mutator,REL965A
pykF,A–2,1000,TRUE,non-mutator,REL965A
spoT,A–2,1000,TRUE,non-mutator,REL965A
yijC (fabR),A–2,1000,FALSE,non-mutator,REL965A
hslU,A–2,1000,FALSE,non-mutator,REL965A
iclR,A–2,1000,FALSE,non-mutator,REL965A
nadR,A–2,1000,FALSE,non-mutator,REL965A
ybaL,A–2,1000,FALSE,non-mutator,REL965B
topA,A–2,1000,FALSE,non-mutator,REL965B
pykF,A–2,1000,TRUE,non-mutator,REL965B
spoT,A–2,1000,TRUE,non-mutator,REL965B
yijC (fabR),A–2,1000,FALSE,non-mutator,REL965B
hslU,A–2,1000,FALSE,non-mutator,REL965B
iclR,A–2,1000,FALSE,non-mutator,REL965B
nadR,A–2,1000,FALSE,non-mutator,REL965B
ybaL,A–2,1500,FALSE,non-mutator,REL1069A
topA,A–2,1500,FALSE,non-mutator,REL1069A
pykF,A–2,1500,TRUE,non-mutator,REL1069A
spoT,A–2,1500,TRUE,non-mutator,REL1069A
yijC (fabR),A–2,1500,FALSE,non-mutator,REL1069A
hslU,A–2,1500,FALSE,non-mutator,REL1069A
iclR,A–2,1500,FALSE,non-mutator,REL1069A
nadR,A–2,1500,FALSE,non-mutator,REL1069A
ybaL,A–2,1500,FALSE,non-mutator,REL1069B
topA,A–2,1500,FALSE,non-mutator,REL1069B
pykF,A–2,1500,TRUE,non-mutator,REL1069B
spoT,A–2,1500,TRUE,non-mutator,REL1069B
yijC (fabR),A–2,1500,FALSE,non-mutator,REL1069B
hslU,A–2,1500,FALSE,non-mutator,REL1069B
iclR,A–2,1500,FALSE,non-mutator,REL1069B
nadR,A–2,1500,FALSE,non-mutator,REL1069B
ybaL,A–2,2000,FALSE,non-mutator,REL1165A
topA,A–2,2000,FALSE,non-mutator,REL1165A
pykF,A–2,2000,TRUE,non-mutator,REL1165A
spoT,A–2,2000,TRUE,non-mutator,REL1165A
yijC (fabR),A–2,2000,FALSE,non-mutator,REL1165A
hslU,A–2,2000,FALSE,non-mutator,REL1165A
iclR,A–2,2000,FALSE,non-mutator,REL1165A
nadR,A–2,2000,FALSE,non-mutator,REL1165A
ybaL,A–2,2000,FALSE,non-mutator,REL11829
topA,A–2,2000,FALSE,non-mutator,REL11829
pykF,A–2,2000,TRUE,non-mutator,REL11829
spoT,A–2,2000,TRUE,non-mutator,REL11829
yijC (fabR),A–2,2000,FALSE,non-mutator,REL11829
hslU,A–2,2000,FALSE,non-mutator,REL11829
iclR,A–2,2000,FALSE,non-mutator,REL11829
nadR,A–2,2000,FALSE,non-mutator,REL11829
ybaL,A–2,5000,TRUE,point-mutator,REL2180A
topA,A–2,5000,FALSE,point-mutator,REL2180A
pykF,A–2,5000,TRUE,point-mutator,REL2180A
spoT,A–2,5000,TRUE,point-mutator,REL2180A
yijC (fabR),A–2,5000,FALSE,point-mutator,REL2180A
hslU,A–2,5000,TRUE,point-mutator,REL2180A
iclR,A–2,5000,TRUE,point-mutator,REL2180A
nadR,A–2,5000,TRUE,point-mutator,REL2180A
ybaL,A–2,5000,TRUE,point-mutator,REL2180B
topA,A–2,5000,FALSE,point-mutator,REL2180B
pykF,A–2,5000,TRUE,point-mutator,REL2180B
spoT,A–2,5000,TRUE,point-mutator,REL2180B
yijC (fabR),A–2,5000,FALSE,point-mutator,REL2180B
hslU,A–2,5000,TRUE,point-mutator,REL2180B
iclR,A–2,5000,TRUE,point-mutator,REL2180B
nadR,A–2,5000,TRUE,point-mutator,REL2180B
ybaL,A–2,10000,TRUE,point-mutator,REL4537A
topA,A–2,10000,TRUE,point-mutator,REL4537A
pykF,A–2,10000,TRUE,point-mutator,REL4537A
spoT,A–2,10000,TRUE,point-mutator,REL4537A
yijC (fabR),A–2,10000,FALSE,point-mutator,REL4537A
hslU,A–2,10000,TRUE,point-mutator,REL4537A
iclR,A–2,10000,TRUE,point-mutator,REL4537A
nadR,A–2,10000,TRUE,point-mutator,REL4537A
ybaL,A–2,10000,TRUE,point-mutator,REL4537B
topA,A–2,10000,TRUE,point-mutator,REL4537B
pykF,A–2,10000,TRUE,point-mutator,REL4537B
spoT,A–2,10000,TRUE,point-mutator,REL4537B
yijC (fabR),A–2,10000,FALSE,point-mutator,REL4537B
hslU,A–2,10000,TRUE,point-mutator,REL4537B
iclR,A–2,10000,TRUE,point-mutator,REL4537B
nadR,A–2,10000,TRUE,point-mutator,REL4537B
ybaL,A–2,15000,TRUE,point-mutator,REL7178A
topA,A–2,15000,FALSE,point-mutator,REL7178A
pykF,A–2,15000,TRUE,point-mutator,REL7178A
spoT,A–2,15000,TRUE,point-mutator,REL7178A
yijC (fabR),A–2,15000,FALSE,point-mutator,REL7178A
hslU,A–2,15000,TRUE,point-mutator,REL7178A
iclR,A–2,15000,TRUE,point-mutator,REL7178A
nadR,A–2,15000,TRUE,point-mutator,REL7178A
ybaL,A–2,15000,TRUE,point-mutator,REL7178B
topA,A–2,15000,TRUE,point-mutator,REL7178B
pykF,A–2,15000,TRUE,point-mutator,REL7178B
spoT,A–2,15000,TRUE,point-mutator,REL7178B
yijC (fabR),A–2,15000,FALSE,point-mutator,REL7178B
hslU,A–2,15000,TRUE,point-mutator,REL7178B
iclR,A–2,15000,TRUE,point-mutator,REL7178B
nadR,A–2,15000,TRUE,point-mutator,REL7178B
ybaL,A–2,20000,TRUE,point-mutator,REL11830
topA,A–2,20000,FALSE,point-mutator,REL11830
pykF,A–2,20000,TRUE,point-mutator,REL11830
spoT,A–2,20000,TRUE,point-mutator,REL11830
yijC (fabR),A–2,20000,FALSE,point-mutator,REL11830
hslU,A–2,20000,TRUE,point-mutator,REL11830
iclR,A–2,20000,TRUE,point-mutator,REL11830
nadR,A–2,20000,TRUE,point-mutator,REL11830
ybaL,A–2,20000,TRUE,point-mutator,REL11831
topA,A–2,20000,TRUE,point-mutator,REL11831
pykF,A–2,20000,TRUE,point-mutator,REL11831
spoT,A–2,20000,TRUE,point-mutator,REL11831
yijC (fabR),A–2,20000,FALSE,point-mutator,REL11831
hslU,A–2,20000,TRUE,point-mutator,REL11831
iclR,A–2,20000,TRUE,point-mutator,REL11831
nadR,A–2,20000,TRUE,point-mutator,REL11831
ybaL,A–3,500,FALSE,non-mutator,REL764A
topA,A–3,500,FALSE,non-mutator,REL764A
pykF,A–3,500,FALSE,non-mutator,REL764A
spoT,A–3,500,FALSE,non-mutator,REL764A
yijC (fabR),A–3,500,FALSE,non-mutator,REL764A
hslU,A–3,500,FALSE,non-mutator,REL764A
iclR,A–3,500,FALSE,non-mutator,REL764A
nadR,A–3,500,FALSE,non-mutator,REL764A
ybaL,A–3,500,FALSE,non-mutator,REL764B
topA,A–3,500,TRUE,non-mutator,REL764B
pykF,A–3,500,FALSE,non-mutator,REL764B
spoT,A–3,500,FALSE,non-mutator,REL764B
yijC (fabR),A–3,500,FALSE,non-mutator,REL764B
hslU,A–3,500,FALSE,non-mutator,REL764B
iclR,A–3,500,FALSE,non-mutator,REL764B
nadR,A–3,500,FALSE,non-mutator,REL764B
ybaL,A–3,1000,FALSE,non-mutator,REL966A
topA,A–3,1000,FALSE,non-mutator,REL966A
pykF,A–3,1000,TRUE,non-mutator,REL966A
spoT,A–3,1000,FALSE,non-mutator,REL966A
yijC (fabR),A–3,1000,TRUE,non-mutator,REL966A
hslU,A–3,1000,FALSE,non-mutator,REL966A
iclR,A–3,1000,FALSE,non-mutator,REL966A
nadR,A–3,1000,FALSE,non-mutator,REL966A
ybaL,A–3,1000,FALSE,non-mutator,REL966B
topA,A–3,1000,FALSE,non-mutator,REL966B
pykF,A–3,1000,TRUE,non-mutator,REL966B
spoT,A–3,1000,FALSE,non-mutator,REL966B
yijC (fabR),A–3,1000,FALSE,non-mutator,REL966B
hslU,A–3,1000,FALSE,non-mutator,REL966B
iclR,A–3,1000,FALSE,non-mutator,REL966B
nadR,A–3,1000,FALSE,non-mutator,REL966B
ybaL,A–3,1500,FALSE,non-mutator,REL1070A
topA,A–3,1500,FALSE,non-mutator,REL1070A
pykF,A–3,1500,TRUE,non-mutator,REL1070A
spoT,A–3,1500,FALSE,non-mutator,REL1070A
yijC (fabR),A–3,1500,TRUE,non-mutator,REL1070A
hslU,A–3,1500,FALSE,non-mutator,REL1070A
iclR,A–3,1500,TRUE,non-mutator,REL1070A
nadR,A–3,1500,FALSE,non-mutator,REL1070A
ybaL,A–3,1500,FALSE,non-mutator,REL1070B
topA,A–3,1500,FALSE,non-mutator,REL1070B
pykF,A–3,1500,TRUE,non-mutator,REL1070B
spoT,A–3,1500,FALSE,non-mutator,REL1070B
yijC (fabR),A–3,1500,FALSE,non-mutator,REL1070B
hslU,A–3,1500,FALSE,non-mutator,REL1070B
iclR,A–3,1500,FALSE,non-mutator,REL1070B
nadR,A–3,1500,FALSE,non-mutator,REL1070B
ybaL,A–3,2000,FALSE,non-mutator,REL1166A
topA,A–3,2000,FALSE,non-mutator,REL1166A
pykF,A–3,2000,TRUE,non-mutator,REL1166A
spoT,A–3,2000,FALSE,non-mutator,REL1166A
yijC (fabR),A–3,2000,FALSE,non-mutator,REL1166A
hslU,A–3,2000,FALSE,non-mutator,REL1166A
iclR,A–3,2000,FALSE,non-mutator,REL1166A
nadR,A–3,2000,TRUE,non-mutator,REL1166A
ybaL,A–3,2000,FALSE,non-mutator,REL1166B
topA,A–3,2000,FALSE,non-mutator,REL1166B
pykF,A–3,2000,TRUE,non-mutator,REL1166B
spoT,A–3,2000,FALSE,non-mutator,REL1166B
yijC (fabR),A–3,2000,TRUE,non-mutator,REL1166B
hslU,A–3,2000,TRUE,non-mutator,REL1166B
iclR,A–3,2000,FALSE,non-mutator,REL1166B
nadR,A–3,2000,FALSE,non-mutator,REL1166B
ybaL,A–3,5000,FALSE,non-mutator,REL2181A
topA,A–3,5000,TRUE,non-mutator,REL2181A
pykF,A–3,5000,TRUE,non-mutator,REL2181A
spoT,A–3,5000,FALSE,non-mutator,REL2181A
yijC (fabR),A–3,5000,FALSE,non-mutator,REL2181A
hslU,A–3,5000,TRUE,non-mutator,REL2181A
iclR,A–3,5000,FALSE,non-mutator,REL2181A
nadR,A–3,5000,FALSE,non-mutator,REL2181A
ybaL,A–3,5000,FALSE,non-mutator,ZDB409
topA,A–3,5000,TRUE,non-mutator,ZDB409
pykF,A–3,5000,TRUE,non-mutator,ZDB409
spoT,A–3,5000,FALSE,non-mutator,ZDB409
yijC (fabR),A–3,5000,FALSE,non-mutator,ZDB409
hslU,A–3,5000,TRUE,non-mutator,ZDB409
iclR,A–3,5000,FALSE,non-mutator,ZDB409
nadR,A–3,5000,FALSE,non-mutator,ZDB409
ybaL,A–3,10000,TRUE,non-mutator,REL4538A
topA,A–3,10000,TRUE,non-mutator,REL4538A
pykF,A–3,10000,TRUE,non-mutator,REL4538A
spoT,A–3,10000,FALSE,non-mutator,REL4538A
yijC (fabR),A–3,10000,FALSE,non-mutator,REL4538A
hslU,A–3,10000,TRUE,non-mutator,REL4538A
iclR,A–3,10000,FALSE,non-mutator,REL4538A
nadR,A–3,10000,FALSE,non-mutator,REL4538A
ybaL,A–3,10000,TRUE,non-mutator,ZDB429
topA,A–3,10000,TRUE,non-mutator,ZDB429
pykF,A–3,10000,TRUE,non-mutator,ZDB429
spoT,A–3,10000,FALSE,non-mutator,ZDB429
yijC (fabR),A–3,10000,FALSE,non-mutator,ZDB429
hslU,A–3,10000,TRUE,non-mutator,ZDB429
iclR,A–3,10000,FALSE,non-mutator,ZDB429
nadR,A–3,10000,FALSE,non-mutator,ZDB429
ybaL,A–3,15000,TRUE,non-mutator,REL7179B
topA,A–3,15000,TRUE,non-mutator,REL7179B
pykF,A–3,15000,TRUE,non-mutator,REL7179B
spoT,A–3,15000,FALSE,non-mutator,REL7179B
yijC (fabR),A–3,15000,FALSE,non-mutator,REL7179B
hslU,A–3,15000,TRUE,non-mutator,REL7179B
iclR,A–3,15000,TRUE,non-mutator,REL7179B
nadR,A–3,15000,TRUE,non-mutator,REL7179B
ybaL,A–3,15000,TRUE,non-mutator,ZDB446
topA,A–3,15000,TRUE,non-mutator,ZDB446
pykF,A–3,15000,TRUE,non-mutator,ZDB446
spoT,A–3,15000,FALSE,non-mutator,ZDB446
yijC (fabR),A–3,15000,FALSE,non-mutator,ZDB446
hslU,A–3,15000,TRUE,non-mutator,ZDB446
iclR,A–3,15000,FALSE,non-mutator,ZDB446
nadR,A–3,15000,FALSE,non-mutator,ZDB446
ybaL,A–3,20000,TRUE,non-mutator,ZDB458
topA,A–3,20000,TRUE,non-mutator,ZDB458
pykF,A–3,20000,TRUE,non-mutator,ZDB458
spoT,A–3,20000,FALSE,non-mutator,ZDB458
yijC (fabR),A–3,20000,FALSE,non-mutator,ZDB458
hslU,A–3,20000,TRUE,non-mutator,ZDB458
iclR,A–3,20000,TRUE,non-mutator,ZDB458
nadR,A–3,20000,TRUE,non-mutator,ZDB458
ybaL,A–3,20000,TRUE,non-mutator,ZDB464
topA,A–3,20000,TRUE,non-mutator,ZDB464
pykF,A–3,20000,TRUE,non-mutator,ZDB464
spoT,A–3,20000,FALSE,non-mutator,ZDB464
yijC (fabR),A–3,20000,FALSE,non-mutator,ZDB464
hslU,A–3,20000,TRUE,non-mutator,ZDB464
iclR,A–3,20000,TRUE,non-mutator,ZDB464
nadR,A–3,20000,TRUE,non-mutator,ZDB464
ybaL,A–4,500,FALSE,non-mutator,REL765A
topA,A–4,500,FALSE,non-mutator,REL765A
pykF,A–4,500,TRUE,non-mutator,REL765A
spoT,A–4,500,TRUE,non-mutator,REL765A
